link_id,lanes,length,from_node_id,to_node_id,FT,AT,time_period,assignment_period,volume_per_lane,speed,date,volume,geometry,time_index
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,159.3333333,15.88888889,3/29/2016,478,LINESTRING ( -112.0846681 33.477521),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,118.3333333,11.11111111,3/29/2016,355,LINESTRING ( -112.0846681 33.477523),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,303.6666667,48.77777778,3/30/2016,911,LINESTRING ( -112.0846681 33.477683),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,340.3333333,47.88888889,3/30/2016,1021,LINESTRING ( -112.0846681 33.477685),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,343.3333333,47.11111111,3/30/2016,1030,LINESTRING ( -112.0846681 33.477687),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,278.6666667,40.33333333,3/30/2016,836,LINESTRING ( -112.0846681 33.477689),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,280.3333333,29.33333333,3/30/2016,841,LINESTRING ( -112.0846681 33.477691),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,269.6666667,24.22222222,3/30/2016,809,LINESTRING ( -112.0846681 33.477693),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,275,29.33333333,3/30/2016,825,LINESTRING ( -112.0846681 33.477695),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,221.6666667,25.55555556,3/30/2016,665,LINESTRING ( -112.0846681 33.477697),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,227.3333333,20.44444444,3/30/2016,682,LINESTRING ( -112.0846681 33.477699),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,196.3333333,18.44444444,3/30/2016,589,LINESTRING ( -112.0846681 33.477701),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,167.3333333,13.66666667,3/30/2016,502,LINESTRING ( -112.0846681 33.477703),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,173.3333333,15.22222222,3/30/2016,520,LINESTRING ( -112.0846681 33.477705),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,145.6666667,10.88888889,3/30/2016,437,LINESTRING ( -112.0846681 33.477707),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,150.6666667,13.33333333,3/30/2016,452,LINESTRING ( -112.0846681 33.477709),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,123.3333333,11.55555556,3/30/2016,370,LINESTRING ( -112.0846681 33.477711),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,141,13.55555556,3/30/2016,423,LINESTRING ( -112.0846681 33.477713),225
1317,3,1.3,511,512,1,1,1400_1415,1400_1800,285,60.55555556,3/31/2016,855,LINESTRING ( -112.0846681 33.477875),0
1317,3,1.3,511,512,1,1,1415_1430,1400_1800,307,57.11111111,3/31/2016,921,LINESTRING ( -112.0846681 33.477877),15
1317,3,1.3,511,512,1,1,1430_1445,1400_1800,335,48.22222222,3/31/2016,1005,LINESTRING ( -112.0846681 33.477879),30
1317,3,1.3,511,512,1,1,1445_1500,1400_1800,328,40.11111111,3/31/2016,984,LINESTRING ( -112.0846681 33.477881),45
1317,3,1.3,511,512,1,1,1500_1515,1400_1800,332,40,3/31/2016,996,LINESTRING ( -112.0846681 33.477883),60
1317,3,1.3,511,512,1,1,1515_1530,1400_1800,280.6666667,36.22222222,3/31/2016,842,LINESTRING ( -112.0846681 33.477885),75
1317,3,1.3,511,512,1,1,1530_1545,1400_1800,295.6666667,29,3/31/2016,887,LINESTRING ( -112.0846681 33.477887),90
1317,3,1.3,511,512,1,1,1545_1600,1400_1800,253.3333333,28.33333333,3/31/2016,760,LINESTRING ( -112.0846681 33.477889),105
1317,3,1.3,511,512,1,1,1600_1615,1400_1800,198.3333333,18.77777778,3/31/2016,595,LINESTRING ( -112.0846681 33.477891),120
1317,3,1.3,511,512,1,1,1615_1630,1400_1800,236.6666667,23.33333333,3/31/2016,710,LINESTRING ( -112.0846681 33.477893),135
1317,3,1.3,511,512,1,1,1630_1645,1400_1800,176.6666667,16.33333333,3/31/2016,530,LINESTRING ( -112.0846681 33.477895),150
1317,3,1.3,511,512,1,1,1645_1700,1400_1800,142.3333333,13.22222222,3/31/2016,427,LINESTRING ( -112.0846681 33.477897),165
1317,3,1.3,511,512,1,1,1700_1715,1400_1800,182.3333333,15.77777778,3/31/2016,547,LINESTRING ( -112.0846681 33.477899),180
1317,3,1.3,511,512,1,1,1715_1730,1400_1800,137,11.77777778,3/31/2016,411,LINESTRING ( -112.0846681 33.477901),195
1317,3,1.3,511,512,1,1,1730_1745,1400_1800,130.3333333,12.11111111,3/31/2016,391,LINESTRING ( -112.0846681 33.477903),210
1317,3,1.3,511,512,1,1,1745_1800,1400_1800,158.6666667,15.11111111,3/31/2016,476,LINESTRING ( -112.0846681 33.477905),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,270.4,69.2,1/1/2016,1352,LINESTRING ( -112.0846681 33.529325),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,283.4,69.2,1/1/2016,1417,LINESTRING ( -112.0846681 33.529327),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,260.2,69,1/1/2016,1301,LINESTRING ( -112.0846681 33.529329),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,275.2,68.86666667,1/1/2016,1376,LINESTRING ( -112.0846681 33.529331),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,261,69.26666667,1/1/2016,1305,LINESTRING ( -112.0846681 33.529333),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,277.4,67.93333333,1/1/2016,1387,LINESTRING ( -112.0846681 33.529335),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,267.4,68.66666667,1/1/2016,1337,LINESTRING ( -112.0846681 33.529337),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,277.2,69.6,1/1/2016,1386,LINESTRING ( -112.0846681 33.529339),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,249,69.13333333,1/1/2016,1245,LINESTRING ( -112.0846681 33.529341),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,255.8,68.06666667,1/1/2016,1279,LINESTRING ( -112.0846681 33.529343),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,257.2,67.6,1/1/2016,1286,LINESTRING ( -112.0846681 33.529345),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,266,68.4,1/1/2016,1330,LINESTRING ( -112.0846681 33.529347),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,255.2,67.8,1/1/2016,1276,LINESTRING ( -112.0846681 33.529349),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,268.6,67,1/1/2016,1343,LINESTRING ( -112.0846681 33.529351),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,259.4,67.26666667,1/1/2016,1297,LINESTRING ( -112.0846681 33.529353),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,257.4,65.8,1/1/2016,1287,LINESTRING ( -112.0846681 33.529355),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,333.6,67.86666667,1/2/2016,1668,LINESTRING ( -112.0846681 33.529517),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,346.8,66.53333333,1/2/2016,1734,LINESTRING ( -112.0846681 33.529519),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,344.6,67.53333333,1/2/2016,1723,LINESTRING ( -112.0846681 33.529521),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,352.6,67.26666667,1/2/2016,1763,LINESTRING ( -112.0846681 33.529523),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,326.4,67.53333333,1/2/2016,1632,LINESTRING ( -112.0846681 33.529525),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,344.2,67.26666667,1/2/2016,1721,LINESTRING ( -112.0846681 33.529527),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,354.4,65.53333333,1/2/2016,1772,LINESTRING ( -112.0846681 33.529529),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,340.6,65.6,1/2/2016,1703,LINESTRING ( -112.0846681 33.529531),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,324,67.26666667,1/2/2016,1620,LINESTRING ( -112.0846681 33.529533),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,342.2,66.06666667,1/2/2016,1711,LINESTRING ( -112.0846681 33.529535),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,330.4,65.8,1/2/2016,1652,LINESTRING ( -112.0846681 33.529537),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,339.6,65.26666667,1/2/2016,1698,LINESTRING ( -112.0846681 33.529539),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,329.4,65.53333333,1/2/2016,1647,LINESTRING ( -112.0846681 33.529541),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,324,65.6,1/2/2016,1620,LINESTRING ( -112.0846681 33.529543),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,334.6,64.6,1/2/2016,1673,LINESTRING ( -112.0846681 33.529545),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,317.6,64.2,1/2/2016,1588,LINESTRING ( -112.0846681 33.529547),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,350.2,68,1/3/2016,1751,LINESTRING ( -112.0846681 33.529709),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,326.4,67.6,1/3/2016,1632,LINESTRING ( -112.0846681 33.529711),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,325.8,67.6,1/3/2016,1629,LINESTRING ( -112.0846681 33.529713),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,317.8,68.66666667,1/3/2016,1589,LINESTRING ( -112.0846681 33.529715),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,306.6,68.4,1/3/2016,1533,LINESTRING ( -112.0846681 33.529717),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,303.2,68.33333333,1/3/2016,1516,LINESTRING ( -112.0846681 33.529719),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,290.6,68.53333333,1/3/2016,1453,LINESTRING ( -112.0846681 33.529721),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,295.2,68.53333333,1/3/2016,1476,LINESTRING ( -112.0846681 33.529723),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,286.2,69.4,1/3/2016,1431,LINESTRING ( -112.0846681 33.529725),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,288.6,68.93333333,1/3/2016,1443,LINESTRING ( -112.0846681 33.529727),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,292.4,68.2,1/3/2016,1462,LINESTRING ( -112.0846681 33.529729),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,277,68.33333333,1/3/2016,1385,LINESTRING ( -112.0846681 33.529731),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,276,68.53333333,1/3/2016,1380,LINESTRING ( -112.0846681 33.529733),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,284.6,68.6,1/3/2016,1423,LINESTRING ( -112.0846681 33.529735),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,288.4,67.53333333,1/3/2016,1442,LINESTRING ( -112.0846681 33.529737),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,283.8,67.53333333,1/3/2016,1419,LINESTRING ( -112.0846681 33.529739),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,354.4,62.33333333,1/4/2016,1772,LINESTRING ( -112.0846681 33.529887),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,359.8,61.06666667,1/4/2016,1799,LINESTRING ( -112.0846681 33.529889),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,361,60.86666667,1/4/2016,1805,LINESTRING ( -112.0846681 33.529891),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,357.2,63.66666667,1/4/2016,1786,LINESTRING ( -112.0846681 33.529893),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,354,66.46666667,1/4/2016,1770,LINESTRING ( -112.0846681 33.529895),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,375.6,65.2,1/4/2016,1878,LINESTRING ( -112.0846681 33.529897),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,351.6,62.2,1/4/2016,1758,LINESTRING ( -112.0846681 33.529899),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,327.6,51.33333333,1/4/2016,1638,LINESTRING ( -112.0846681 33.529901),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,309,59.6,1/4/2016,1545,LINESTRING ( -112.0846681 33.529903),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,301,36.8,1/4/2016,1505,LINESTRING ( -112.0846681 33.529905),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,280.6,37.93333333,1/4/2016,1403,LINESTRING ( -112.0846681 33.529907),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,273.2,37,1/4/2016,1366,LINESTRING ( -112.0846681 33.529909),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,245.6,54.33333333,1/4/2016,1228,LINESTRING ( -112.0846681 33.529911),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,190.4,16.33333333,1/4/2016,952,LINESTRING ( -112.0846681 33.529913),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,195.6,9.866666667,1/4/2016,978,LINESTRING ( -112.0846681 33.529915),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,247,13.8,1/4/2016,1235,LINESTRING ( -112.0846681 33.529917),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,341.6,28.33333333,1/5/2016,1708,LINESTRING ( -112.0846681 33.530079),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,371.8,35.13333333,1/5/2016,1859,LINESTRING ( -112.0846681 33.530081),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,352,34.4,1/5/2016,1760,LINESTRING ( -112.0846681 33.530083),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,342.6,23.8,1/5/2016,1713,LINESTRING ( -112.0846681 33.530085),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,324.8,26.86666667,1/5/2016,1624,LINESTRING ( -112.0846681 33.530087),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,313,21.73333333,1/5/2016,1565,LINESTRING ( -112.0846681 33.530089),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,285.8,17.86666667,1/5/2016,1429,LINESTRING ( -112.0846681 33.530091),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,204.8,10.86666667,1/5/2016,1024,LINESTRING ( -112.0846681 33.530093),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,235.8,12.66666667,1/5/2016,1179,LINESTRING ( -112.0846681 33.530095),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,217.8,11.26666667,1/5/2016,1089,LINESTRING ( -112.0846681 33.530097),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,189.8,9.133333333,1/5/2016,949,LINESTRING ( -112.0846681 33.530099),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,205.8,11,1/5/2016,1029,LINESTRING ( -112.0846681 33.530101),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,197.2,11.46666667,1/5/2016,986,LINESTRING ( -112.0846681 33.530103),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,178.4,9.133333333,1/5/2016,892,LINESTRING ( -112.0846681 33.530105),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,187.4,9.333333333,1/5/2016,937,LINESTRING ( -112.0846681 33.530107),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,191.4,10.86666667,1/5/2016,957,LINESTRING ( -112.0846681 33.530109),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,376.8,62.93333333,1/6/2016,1884,LINESTRING ( -112.0846681 33.530271),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,392.8,61.33333333,1/6/2016,1964,LINESTRING ( -112.0846681 33.530273),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,395.4,45.86666667,1/6/2016,1977,LINESTRING ( -112.0846681 33.530275),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,366,32.73333333,1/6/2016,1830,LINESTRING ( -112.0846681 33.530277),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,353.8,29.2,1/6/2016,1769,LINESTRING ( -112.0846681 33.530279),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,367,42.2,1/6/2016,1835,LINESTRING ( -112.0846681 33.530281),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,301.4,26.26666667,1/6/2016,1507,LINESTRING ( -112.0846681 33.530283),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,321.8,23.33333333,1/6/2016,1609,LINESTRING ( -112.0846681 33.530285),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,277.8,20.33333333,1/6/2016,1389,LINESTRING ( -112.0846681 33.530287),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,302.2,23.13333333,1/6/2016,1511,LINESTRING ( -112.0846681 33.530289),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,266,15.93333333,1/6/2016,1330,LINESTRING ( -112.0846681 33.530291),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,269,15.4,1/6/2016,1345,LINESTRING ( -112.0846681 33.530293),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,246.2,13.93333333,1/6/2016,1231,LINESTRING ( -112.0846681 33.530295),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,244.2,14.53333333,1/6/2016,1221,LINESTRING ( -112.0846681 33.530297),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,247.6,25.66666667,1/6/2016,1238,LINESTRING ( -112.0846681 33.530299),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,245.4,60.6,1/6/2016,1227,LINESTRING ( -112.0846681 33.530301),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,346.6,64.86666667,1/7/2016,1733,LINESTRING ( -112.0846681 33.530463),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,356,64,1/7/2016,1780,LINESTRING ( -112.0846681 33.530465),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,397.8,62.53333333,1/7/2016,1989,LINESTRING ( -112.0846681 33.530467),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,381,62.8,1/7/2016,1905,LINESTRING ( -112.0846681 33.530469),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,352.2,65.26666667,1/7/2016,1761,LINESTRING ( -112.0846681 33.530471),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,363.4,63.46666667,1/7/2016,1817,LINESTRING ( -112.0846681 33.530473),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,332.2,48.06666667,1/7/2016,1661,LINESTRING ( -112.0846681 33.530475),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,259,18,1/7/2016,1295,LINESTRING ( -112.0846681 33.530477),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,289.2,19.53333333,1/7/2016,1446,LINESTRING ( -112.0846681 33.530479),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,224.4,13,1/7/2016,1122,LINESTRING ( -112.0846681 33.530481),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,216.8,11.6,1/7/2016,1084,LINESTRING ( -112.0846681 33.530483),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,219.2,13.46666667,1/7/2016,1096,LINESTRING ( -112.0846681 33.530485),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,239.8,14.46666667,1/7/2016,1199,LINESTRING ( -112.0846681 33.530487),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,243.8,15.4,1/7/2016,1219,LINESTRING ( -112.0846681 33.530489),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,214.2,44.13333333,1/7/2016,1071,LINESTRING ( -112.0846681 33.530491),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,216.8,63.13333333,1/7/2016,1084,LINESTRING ( -112.0846681 33.530493),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,319,21.66666667,1/8/2016,1595,LINESTRING ( -112.0846681 33.530655),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,331.4,24,1/8/2016,1657,LINESTRING ( -112.0846681 33.530657),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,381.6,35.86666667,1/8/2016,1908,LINESTRING ( -112.0846681 33.530659),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,382,31.8,1/8/2016,1910,LINESTRING ( -112.0846681 33.530661),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,335.2,28.33333333,1/8/2016,1676,LINESTRING ( -112.0846681 33.530663),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,319.4,24.4,1/8/2016,1597,LINESTRING ( -112.0846681 33.530665),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,276.8,20.53333333,1/8/2016,1384,LINESTRING ( -112.0846681 33.530667),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,218.6,11.8,1/8/2016,1093,LINESTRING ( -112.0846681 33.530669),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,227.8,12.6,1/8/2016,1139,LINESTRING ( -112.0846681 33.530671),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,268.8,16.93333333,1/8/2016,1344,LINESTRING ( -112.0846681 33.530673),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,231,13.33333333,1/8/2016,1155,LINESTRING ( -112.0846681 33.530675),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,265.8,15.93333333,1/8/2016,1329,LINESTRING ( -112.0846681 33.530677),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,281.2,16.33333333,1/8/2016,1406,LINESTRING ( -112.0846681 33.530679),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,235.8,13.6,1/8/2016,1179,LINESTRING ( -112.0846681 33.530681),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,249.6,14.8,1/8/2016,1248,LINESTRING ( -112.0846681 33.530683),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,271.6,16.46666667,1/8/2016,1358,LINESTRING ( -112.0846681 33.530685),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,353,65.66666667,1/9/2016,1765,LINESTRING ( -112.0846681 33.530847),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,391.6,64.6,1/9/2016,1958,LINESTRING ( -112.0846681 33.530849),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,373.6,64.73333333,1/9/2016,1868,LINESTRING ( -112.0846681 33.530851),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,365.2,66.33333333,1/9/2016,1826,LINESTRING ( -112.0846681 33.530853),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,381.4,64.86666667,1/9/2016,1907,LINESTRING ( -112.0846681 33.530855),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,387,64.26666667,1/9/2016,1935,LINESTRING ( -112.0846681 33.530857),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,371.6,63.2,1/9/2016,1858,LINESTRING ( -112.0846681 33.530859),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,370,41.86666667,1/9/2016,1850,LINESTRING ( -112.0846681 33.530861),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,369.2,59.66666667,1/9/2016,1846,LINESTRING ( -112.0846681 33.530863),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,364.6,59.33333333,1/9/2016,1823,LINESTRING ( -112.0846681 33.530865),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,365,51.2,1/9/2016,1825,LINESTRING ( -112.0846681 33.530867),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,353.2,43.26666667,1/9/2016,1766,LINESTRING ( -112.0846681 33.530869),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,339,51.33333333,1/9/2016,1695,LINESTRING ( -112.0846681 33.530871),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,357.4,38.86666667,1/9/2016,1787,LINESTRING ( -112.0846681 33.530873),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,350.8,38.93333333,1/9/2016,1754,LINESTRING ( -112.0846681 33.530875),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,357.2,37.06666667,1/9/2016,1786,LINESTRING ( -112.0846681 33.530877),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,321.2,67.6,1/10/2016,1606,LINESTRING ( -112.0846681 33.531039),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,328,67.8,1/10/2016,1640,LINESTRING ( -112.0846681 33.531041),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,341.6,66.33333333,1/10/2016,1708,LINESTRING ( -112.0846681 33.531043),30
1350,5,1.11,450,427,1,1,1445_1500,1400_1800,342.2,66.53333333,1/10/2016,1711,LINESTRING ( -112.0846681 33.531045),45
1350,5,1.11,450,427,1,1,1500_1515,1400_1800,314.4,66.73333333,1/10/2016,1572,LINESTRING ( -112.0846681 33.531047),60
1350,5,1.11,450,427,1,1,1515_1530,1400_1800,314.6,63.2,1/10/2016,1573,LINESTRING ( -112.0846681 33.531049),75
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,322.8,65.26666667,1/10/2016,1614,LINESTRING ( -112.0846681 33.531051),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,315.6,67,1/10/2016,1578,LINESTRING ( -112.0846681 33.531053),105
1350,5,1.11,450,427,1,1,1600_1615,1400_1800,304.4,66.86666667,1/10/2016,1522,LINESTRING ( -112.0846681 33.531055),120
1350,5,1.11,450,427,1,1,1615_1630,1400_1800,318.4,67.06666667,1/10/2016,1592,LINESTRING ( -112.0846681 33.531057),135
1350,5,1.11,450,427,1,1,1630_1645,1400_1800,329,66.6,1/10/2016,1645,LINESTRING ( -112.0846681 33.531059),150
1350,5,1.11,450,427,1,1,1645_1700,1400_1800,308.8,66.66666667,1/10/2016,1544,LINESTRING ( -112.0846681 33.531061),165
1350,5,1.11,450,427,1,1,1700_1715,1400_1800,303.6,67.13333333,1/10/2016,1518,LINESTRING ( -112.0846681 33.531063),180
1350,5,1.11,450,427,1,1,1715_1730,1400_1800,311.6,67.26666667,1/10/2016,1558,LINESTRING ( -112.0846681 33.531065),195
1350,5,1.11,450,427,1,1,1730_1745,1400_1800,319.2,66.13333333,1/10/2016,1596,LINESTRING ( -112.0846681 33.531067),210
1350,5,1.11,450,427,1,1,1745_1800,1400_1800,323,65.26666667,1/10/2016,1615,LINESTRING ( -112.0846681 33.531069),225
1350,5,1.11,450,427,1,1,1400_1415,1400_1800,342.8,33.66666667,1/11/2016,1714,LINESTRING ( -112.0846681 33.531231),0
1350,5,1.11,450,427,1,1,1415_1430,1400_1800,336,31.13333333,1/11/2016,1680,LINESTRING ( -112.0846681 33.531233),15
1350,5,1.11,450,427,1,1,1430_1445,1400_1800,313.2,32.46666667,1/11/2016,1566,LINESTRING ( -112.0846681 33.531235),30
1350,5,1.11,450,427,1,1,1530_1545,1400_1800,51.2,21,1/11/2016,256,LINESTRING ( -112.0846681 33.531237),90
1350,5,1.11,450,427,1,1,1545_1600,1400_1800,306.4,21.13333333,1/11/2016,1532,LINESTRING ( -112.0846681 33.531239),105
